#start of day, 11-02-2012, 16:04:58
comment, date, time, color, opacity, width, lat, long, alt, speed, x, y
93, 11-02-2012, 16:06:30, green, 80, 3, 39.886072, -105.763195, 2787, 7, 6839855, 2891020
94, 11-02-2012, 16:06:31, green, 80, 3, 39.886072, -105.763195, 2787, 7, 6839855, 2891020
95, 11-02-2012, 16:06:32, green, 80, 3, 39.886072, -105.763195, 2787, 7, 6839855, 2891020
96, 11-02-2012, 16:06:33, green, 80, 3, 39.886072, -105.763195, 2787, 7, 6839855, 2891020
97, 11-02-2012, 16:06:34, green, 80, 3, 39.886072, -105.763195, 2787, 7, 6839855, 2891020
98, 11-02-2012, 16:06:35, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
99, 11-02-2012, 16:06:36, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
100, 11-02-2012, 16:06:37, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
101, 11-02-2012, 16:06:38, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
102, 11-02-2012, 16:06:39, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
103, 11-02-2012, 16:06:40, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
104, 11-02-2012, 16:06:41, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
105, 11-02-2012, 16:06:42, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
106, 11-02-2012, 16:06:43, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
107, 11-02-2012, 16:06:44, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
108, 11-02-2012, 16:06:45, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
109, 11-02-2012, 16:06:46, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
110, 11-02-2012, 16:06:47, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
111, 11-02-2012, 16:06:48, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
112, 11-02-2012, 16:06:49, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
113, 11-02-2012, 16:06:50, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
114, 11-02-2012, 16:06:51, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
115, 11-02-2012, 16:06:52, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
116, 11-02-2012, 16:06:53, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
117, 11-02-2012, 16:06:54, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
118, 11-02-2012, 16:06:55, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
119, 11-02-2012, 16:06:56, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
120, 11-02-2012, 16:06:57, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
121, 11-02-2012, 16:06:58, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
122, 11-02-2012, 16:06:59, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
123, 11-02-2012, 16:07:00, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
124, 11-02-2012, 16:07:01, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
125, 11-02-2012, 16:07:02, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
126, 11-02-2012, 16:07:03, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
127, 11-02-2012, 16:07:04, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
128, 11-02-2012, 16:07:05, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
129, 11-02-2012, 16:07:06, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
130, 11-02-2012, 16:07:07, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
131, 11-02-2012, 16:07:08, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
132, 11-02-2012, 16:07:09, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
133, 11-02-2012, 16:07:10, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
134, 11-02-2012, 16:07:11, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
135, 11-02-2012, 16:07:12, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
136, 11-02-2012, 16:07:13, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
137, 11-02-2012, 16:07:14, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
138, 11-02-2012, 16:07:15, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
139, 11-02-2012, 16:07:16, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
140, 11-02-2012, 16:07:17, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
141, 11-02-2012, 16:07:18, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
142, 11-02-2012, 16:07:19, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
143, 11-02-2012, 16:07:20, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
144, 11-02-2012, 16:07:21, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
145, 11-02-2012, 16:07:22, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
146, 11-02-2012, 16:07:23, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
147, 11-02-2012, 16:07:24, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
148, 11-02-2012, 16:07:25, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
149, 11-02-2012, 16:07:26, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
150, 11-02-2012, 16:07:27, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
151, 11-02-2012, 16:07:28, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
152, 11-02-2012, 16:07:29, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
153, 11-02-2012, 16:07:30, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
154, 11-02-2012, 16:07:31, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
155, 11-02-2012, 16:07:32, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
156, 11-02-2012, 16:07:33, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
157, 11-02-2012, 16:07:34, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
158, 11-02-2012, 16:07:35, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
159, 11-02-2012, 16:07:36, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
160, 11-02-2012, 16:07:37, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
161, 11-02-2012, 16:07:38, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
162, 11-02-2012, 16:07:39, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
163, 11-02-2012, 16:07:40, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
164, 11-02-2012, 16:07:41, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
165, 11-02-2012, 16:07:42, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
166, 11-02-2012, 16:07:43, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
167, 11-02-2012, 16:07:44, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
168, 11-02-2012, 16:07:45, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
169, 11-02-2012, 16:07:46, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
170, 11-02-2012, 16:07:47, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
171, 11-02-2012, 16:07:48, green, 80, 3, 39.886105, -105.763198, 2781, 1, 6839848, 2891022
172, 11-02-2012, 16:07:49, green, 80, 3, 39.886133, -105.763180, 2777, 1, 6839844, 2891026
173, 11-02-2012, 16:07:50, green, 80, 3, 39.886133, -105.763180, 2777, 1, 6839844, 2891026
174, 11-02-2012, 16:07:51, green, 80, 3, 39.886133, -105.763180, 2777, 1, 6839844, 2891026
175, 11-02-2012, 16:07:52, green, 80, 3, 39.886133, -105.763180, 2777, 1, 6839844, 2891026
176, 11-02-2012, 16:07:53, green, 80, 3, 39.886133, -105.763180, 2777, 1, 6839844, 2891026
177, 11-02-2012, 16:07:54, green, 80, 3, 39.886133, -105.763180, 2777, 1, 6839844, 2891026
178, 11-02-2012, 16:07:55, green, 80, 3, 39.886133, -105.763180, 2777, 1, 6839844, 2891026
179, 11-02-2012, 16:07:56, green, 80, 3, 39.886133, -105.763180, 2777, 1, 6839844, 2891026
180, 11-02-2012, 16:07:57, green, 80, 3, 39.886163, -105.763197, 2777, 3, 6839838, 2891025
181, 11-02-2012, 16:07:58, green, 80, 3, 39.886163, -105.763197, 2777, 3, 6839838, 2891025
182, 11-02-2012, 16:07:59, green, 80, 3, 39.886163, -105.763197, 2777, 3, 6839838, 2891025
183, 11-02-2012, 16:08:00, green, 80, 3, 39.886163, -105.763197, 2777, 3, 6839838, 2891025
184, 11-02-2012, 16:08:01, green, 80, 3, 39.886197, -105.763213, 2778, 3, 6839830, 2891025
185, 11-02-2012, 16:08:02, green, 80, 3, 39.886197, -105.763213, 2778, 3, 6839830, 2891025
186, 11-02-2012, 16:08:03, green, 80, 3, 39.886197, -105.763213, 2778, 3, 6839830, 2891025
187, 11-02-2012, 16:08:04, green, 80, 3, 39.886197, -105.763213, 2778, 3, 6839830, 2891025
188, 11-02-2012, 16:08:05, green, 80, 3, 39.886237, -105.763238, 2779, 5, 6839821, 2891024
189, 11-02-2012, 16:08:06, green, 80, 3, 39.886237, -105.763238, 2779, 5, 6839821, 2891024
190, 11-02-2012, 16:08:07, green, 80, 3, 39.886237, -105.763238, 2779, 5, 6839821, 2891024
191, 11-02-2012, 16:08:08, green, 80, 3, 39.886272, -105.763258, 2779, 4, 6839813, 2891023
192, 11-02-2012, 16:08:09, green, 80, 3, 39.886272, -105.763258, 2779, 4, 6839813, 2891023
193, 11-02-2012, 16:08:10, green, 80, 3, 39.886272, -105.763258, 2779, 4, 6839813, 2891023
194, 11-02-2012, 16:08:11, green, 80, 3, 39.886297, -105.763290, 2781, 5, 6839806, 2891020
195, 11-02-2012, 16:08:12, green, 80, 3, 39.886297, -105.763290, 2781, 5, 6839806, 2891020
196, 11-02-2012, 16:08:13, green, 80, 3, 39.886297, -105.763290, 2781, 5, 6839806, 2891020
197, 11-02-2012, 16:08:14, green, 80, 3, 39.886327, -105.763308, 2782, 2, 6839800, 2891019
198, 11-02-2012, 16:08:15, green, 80, 3, 39.886327, -105.763308, 2782, 2, 6839800, 2891019
199, 11-02-2012, 16:08:16, green, 80, 3, 39.886327, -105.763308, 2782, 2, 6839800, 2891019
200, 11-02-2012, 16:08:17, green, 80, 3, 39.886327, -105.763308, 2782, 2, 6839800, 2891019
201, 11-02-2012, 16:08:18, green, 80, 3, 39.886357, -105.763330, 2784, 3, 6839792, 2891018
202, 11-02-2012, 16:08:19, green, 80, 3, 39.886357, -105.763330, 2784, 3, 6839792, 2891018
203, 11-02-2012, 16:08:20, green, 80, 3, 39.886357, -105.763330, 2784, 3, 6839792, 2891018
204, 11-02-2012, 16:08:21, green, 80, 3, 39.886357, -105.763330, 2784, 3, 6839792, 2891018
205, 11-02-2012, 16:08:22, green, 80, 3, 39.886357, -105.763330, 2784, 3, 6839792, 2891018
206, 11-02-2012, 16:08:23, green, 80, 3, 39.886388, -105.763352, 2783, 3, 6839785, 2891017
207, 11-02-2012, 16:08:24, green, 80, 3, 39.886388, -105.763352, 2783, 3, 6839785, 2891017
208, 11-02-2012, 16:08:25, green, 80, 3, 39.886388, -105.763352, 2783, 3, 6839785, 2891017
209, 11-02-2012, 16:08:26, green, 80, 3, 39.886388, -105.763352, 2783, 3, 6839785, 2891017
210, 11-02-2012, 16:08:27, green, 80, 3, 39.886418, -105.763378, 2783, 3, 6839778, 2891015
211, 11-02-2012, 16:08:28, green, 80, 3, 39.886418, -105.763378, 2783, 3, 6839778, 2891015
212, 11-02-2012, 16:08:29, green, 80, 3, 39.886418, -105.763378, 2783, 3, 6839778, 2891015
213, 11-02-2012, 16:08:30, green, 80, 3, 39.886418, -105.763378, 2783, 3, 6839778, 2891015
214, 11-02-2012, 16:08:31, green, 80, 3, 39.886442, -105.763410, 2783, 3, 6839771, 2891012
215, 11-02-2012, 16:08:32, green, 80, 3, 39.886442, -105.763410, 2783, 3, 6839771, 2891012
216, 11-02-2012, 16:08:33, green, 80, 3, 39.886442, -105.763410, 2783, 3, 6839771, 2891012
217, 11-02-2012, 16:08:34, green, 80, 3, 39.886442, -105.763410, 2783, 3, 6839771, 2891012
218, 11-02-2012, 16:08:35, green, 80, 3, 39.886442, -105.763410, 2783, 3, 6839771, 2891012
219, 11-02-2012, 16:08:36, green, 80, 3, 39.886442, -105.763410, 2783, 3, 6839771, 2891012
220, 11-02-2012, 16:08:37, green, 80, 3, 39.886472, -105.763422, 2782, 1, 6839765, 2891012
221, 11-02-2012, 16:08:38, green, 80, 3, 39.886472, -105.763422, 2782, 1, 6839765, 2891012
222, 11-02-2012, 16:08:39, green, 80, 3, 39.886472, -105.763422, 2782, 1, 6839765, 2891012
223, 11-02-2012, 16:08:40, green, 80, 3, 39.886472, -105.763422, 2782, 1, 6839765, 2891012
224, 11-02-2012, 16:08:41, green, 80, 3, 39.886472, -105.763422, 2782, 1, 6839765, 2891012
225, 11-02-2012, 16:08:42, green, 80, 3, 39.886472, -105.763422, 2782, 1, 6839765, 2891012
226, 11-02-2012, 16:08:43, green, 80, 3, 39.886473, -105.763382, 2786, 1, 6839767, 2891018
227, 11-02-2012, 16:08:44, green, 80, 3, 39.886473, -105.763382, 2786, 1, 6839767, 2891018
228, 11-02-2012, 16:08:45, green, 80, 3, 39.886473, -105.763382, 2786, 1, 6839767, 2891018
229, 11-02-2012, 16:08:46, green, 80, 3, 39.886473, -105.763382, 2786, 1, 6839767, 2891018
230, 11-02-2012, 16:08:47, green, 80, 3, 39.886473, -105.763382, 2786, 1, 6839767, 2891018
231, 11-02-2012, 16:08:48, green, 80, 3, 39.886473, -105.763382, 2786, 1, 6839767, 2891018
232, 11-02-2012, 16:08:49, green, 80, 3, 39.886473, -105.763382, 2786, 1, 6839767, 2891018
233, 11-02-2012, 16:08:50, green, 80, 3, 39.886473, -105.763382, 2786, 1, 6839767, 2891018
234, 11-02-2012, 16:08:51, green, 80, 3, 39.886473, -105.763382, 2786, 1, 6839767, 2891018
235, 11-02-2012, 16:08:52, green, 80, 3, 39.886473, -105.763382, 2786, 1, 6839767, 2891018
236, 11-02-2012, 16:08:53, green, 80, 3, 39.886460, -105.763347, 2789, 1, 6839772, 2891022
237, 11-02-2012, 16:08:54, green, 80, 3, 39.886460, -105.763347, 2789, 1, 6839772, 2891022
238, 11-02-2012, 16:08:55, green, 80, 3, 39.886460, -105.763347, 2789, 1, 6839772, 2891022
239, 11-02-2012, 16:08:56, green, 80, 3, 39.886460, -105.763347, 2789, 1, 6839772, 2891022
240, 11-02-2012, 16:08:57, green, 80, 3, 39.886460, -105.763347, 2789, 1, 6839772, 2891022
241, 11-02-2012, 16:08:58, green, 80, 3, 39.886460, -105.763347, 2789, 1, 6839772, 2891022
242, 11-02-2012, 16:08:59, green, 80, 3, 39.886460, -105.763347, 2789, 1, 6839772, 2891022
243, 11-02-2012, 16:09:00, green, 80, 3, 39.886460, -105.763347, 2789, 1, 6839772, 2891022
244, 11-02-2012, 16:09:01, green, 80, 3, 39.886460, -105.763347, 2789, 1, 6839772, 2891022
245, 11-02-2012, 16:09:02, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
246, 11-02-2012, 16:09:03, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
247, 11-02-2012, 16:09:04, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
248, 11-02-2012, 16:09:05, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
249, 11-02-2012, 16:09:06, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
250, 11-02-2012, 16:09:07, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
251, 11-02-2012, 16:09:08, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
252, 11-02-2012, 16:09:09, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
253, 11-02-2012, 16:09:10, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
254, 11-02-2012, 16:09:11, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
255, 11-02-2012, 16:09:12, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
256, 11-02-2012, 16:09:13, green, 80, 3, 39.886442, -105.763307, 2788, 1, 6839779, 2891027
257, 11-02-2012, 16:09:14, green, 80, 3, 39.886387, -105.763233, 2788, 1, 6839794, 2891034
