#start of day, 12-02-2012, 15:38:03
comment, date, time, color, opacity, width, lat, long, alt, speed, x, y
#faff duration="00:16:07"
1, 12-02-2012, 15:38:03, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
2, 12-02-2012, 15:38:04, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
3, 12-02-2012, 15:38:05, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
4, 12-02-2012, 15:38:06, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
5, 12-02-2012, 15:38:07, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
6, 12-02-2012, 15:38:08, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
7, 12-02-2012, 15:38:09, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
8, 12-02-2012, 15:38:10, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
9, 12-02-2012, 15:38:11, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
10, 12-02-2012, 15:38:12, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
11, 12-02-2012, 15:38:13, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
12, 12-02-2012, 15:38:14, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
13, 12-02-2012, 15:38:15, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
14, 12-02-2012, 15:38:16, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
15, 12-02-2012, 15:38:17, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
16, 12-02-2012, 15:38:18, green, 80, 3, 39.885355, -105.763408, 2780, 1, 6839971, 2890947
17, 12-02-2012, 15:38:19, green, 80, 3, 39.885413, -105.763413, 2787, 1, 6839960, 2890950
18, 12-02-2012, 15:38:20, green, 80, 3, 39.885413, -105.763413, 2787, 1, 6839960, 2890950
19, 12-02-2012, 15:38:21, green, 80, 3, 39.885413, -105.763413, 2787, 1, 6839960, 2890950
20, 12-02-2012, 15:38:22, green, 80, 3, 39.885413, -105.763413, 2787, 1, 6839960, 2890950
21, 12-02-2012, 15:38:23, green, 80, 3, 39.885378, -105.763348, 2787, 1, 6839971, 2890957
22, 12-02-2012, 15:38:24, green, 80, 3, 39.885378, -105.763348, 2787, 1, 6839971, 2890957
23, 12-02-2012, 15:38:25, green, 80, 3, 39.885367, -105.763293, 2786, 1, 6839977, 2890964
24, 12-02-2012, 15:38:26, green, 80, 3, 39.885367, -105.763293, 2786, 1, 6839977, 2890964
25, 12-02-2012, 15:38:27, green, 80, 3, 39.885357, -105.763248, 2785, 2, 6839982, 2890970
26, 12-02-2012, 15:38:28, green, 80, 3, 39.885357, -105.763248, 2785, 2, 6839982, 2890970
27, 12-02-2012, 15:38:29, green, 80, 3, 39.885357, -105.763248, 2785, 2, 6839982, 2890970
28, 12-02-2012, 15:38:30, green, 80, 3, 39.885357, -105.763248, 2785, 2, 6839982, 2890970
29, 12-02-2012, 15:38:31, green, 80, 3, 39.885357, -105.763248, 2785, 2, 6839982, 2890970
30, 12-02-2012, 15:38:32, green, 80, 3, 39.885357, -105.763248, 2785, 2, 6839982, 2890970
31, 12-02-2012, 15:38:33, green, 80, 3, 39.885392, -105.763165, 2789, 5, 6839982, 2890984
32, 12-02-2012, 15:38:34, green, 80, 3, 39.885392, -105.763165, 2789, 5, 6839982, 2890984
33, 12-02-2012, 15:38:35, green, 80, 3, 39.885392, -105.763165, 2789, 5, 6839982, 2890984
34, 12-02-2012, 15:38:36, green, 80, 3, 39.885392, -105.763165, 2789, 5, 6839982, 2890984
35, 12-02-2012, 15:38:37, green, 80, 3, 39.885392, -105.763165, 2789, 5, 6839982, 2890984
36, 12-02-2012, 15:38:38, green, 80, 3, 39.885427, -105.763165, 2797, 1, 6839976, 2890986
37, 12-02-2012, 15:38:39, green, 80, 3, 39.885427, -105.763165, 2797, 1, 6839976, 2890986
38, 12-02-2012, 15:38:40, green, 80, 3, 39.885427, -105.763165, 2797, 1, 6839976, 2890986
39, 12-02-2012, 15:38:41, green, 80, 3, 39.885427, -105.763165, 2797, 1, 6839976, 2890986
40, 12-02-2012, 15:38:42, green, 80, 3, 39.885427, -105.763165, 2797, 1, 6839976, 2890986
41, 12-02-2012, 15:38:43, green, 80, 3, 39.885427, -105.763165, 2797, 1, 6839976, 2890986
42, 12-02-2012, 15:38:44, green, 80, 3, 39.885427, -105.763165, 2797, 1, 6839976, 2890986
43, 12-02-2012, 15:38:45, green, 80, 3, 39.885427, -105.763165, 2797, 1, 6839976, 2890986
44, 12-02-2012, 15:38:46, green, 80, 3, 39.885445, -105.763225, 2808, 1, 6839968, 2890978
45, 12-02-2012, 15:38:47, green, 80, 3, 39.885445, -105.763225, 2808, 1, 6839968, 2890978
46, 12-02-2012, 15:38:48, green, 80, 3, 39.885445, -105.763225, 2808, 1, 6839968, 2890978
47, 12-02-2012, 15:38:49, green, 80, 3, 39.885473, -105.763245, 2814, 1, 6839961, 2890977
48, 12-02-2012, 15:38:50, green, 80, 3, 39.885473, -105.763245, 2814, 1, 6839961, 2890977
49, 12-02-2012, 15:38:51, green, 80, 3, 39.885473, -105.763245, 2814, 1, 6839961, 2890977
50, 12-02-2012, 15:38:52, green, 80, 3, 39.885473, -105.763245, 2814, 1, 6839961, 2890977
51, 12-02-2012, 15:38:53, green, 80, 3, 39.885473, -105.763245, 2814, 1, 6839961, 2890977
52, 12-02-2012, 15:38:54, green, 80, 3, 39.885473, -105.763245, 2814, 1, 6839961, 2890977
53, 12-02-2012, 15:38:55, green, 80, 3, 39.885473, -105.763245, 2814, 1, 6839961, 2890977
54, 12-02-2012, 15:38:56, green, 80, 3, 39.885473, -105.763245, 2814, 1, 6839961, 2890977
55, 12-02-2012, 15:38:57, green, 80, 3, 39.885473, -105.763245, 2814, 1, 6839961, 2890977
56, 12-02-2012, 15:38:58, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
57, 12-02-2012, 15:38:59, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
58, 12-02-2012, 15:39:00, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
59, 12-02-2012, 15:39:01, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
60, 12-02-2012, 15:39:02, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
61, 12-02-2012, 15:39:03, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
62, 12-02-2012, 15:39:04, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
63, 12-02-2012, 15:39:05, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
64, 12-02-2012, 15:39:06, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
65, 12-02-2012, 15:39:07, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
66, 12-02-2012, 15:39:08, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
67, 12-02-2012, 15:39:09, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
68, 12-02-2012, 15:39:10, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
69, 12-02-2012, 15:39:11, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
70, 12-02-2012, 15:39:12, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
71, 12-02-2012, 15:39:13, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
72, 12-02-2012, 15:39:14, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
73, 12-02-2012, 15:39:15, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
74, 12-02-2012, 15:39:16, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
75, 12-02-2012, 15:39:17, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
76, 12-02-2012, 15:39:18, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
77, 12-02-2012, 15:39:19, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
78, 12-02-2012, 15:39:20, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
79, 12-02-2012, 15:39:21, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
80, 12-02-2012, 15:39:22, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
81, 12-02-2012, 15:39:23, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
82, 12-02-2012, 15:39:24, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
83, 12-02-2012, 15:39:25, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
84, 12-02-2012, 15:39:26, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
85, 12-02-2012, 15:39:27, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
86, 12-02-2012, 15:39:28, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
87, 12-02-2012, 15:39:29, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
88, 12-02-2012, 15:39:30, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
89, 12-02-2012, 15:39:31, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
90, 12-02-2012, 15:39:32, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
91, 12-02-2012, 15:39:33, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
92, 12-02-2012, 15:39:34, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
93, 12-02-2012, 15:39:35, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
94, 12-02-2012, 15:39:36, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
95, 12-02-2012, 15:39:37, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
96, 12-02-2012, 15:39:38, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
97, 12-02-2012, 15:39:39, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
98, 12-02-2012, 15:39:40, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
99, 12-02-2012, 15:39:41, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
100, 12-02-2012, 15:39:42, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
101, 12-02-2012, 15:39:43, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
102, 12-02-2012, 15:39:44, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
103, 12-02-2012, 15:39:45, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
104, 12-02-2012, 15:39:46, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
105, 12-02-2012, 15:39:47, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
106, 12-02-2012, 15:39:48, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
107, 12-02-2012, 15:39:49, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
108, 12-02-2012, 15:39:50, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
109, 12-02-2012, 15:39:51, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
110, 12-02-2012, 15:39:52, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
111, 12-02-2012, 15:39:53, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
112, 12-02-2012, 15:39:54, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
113, 12-02-2012, 15:39:55, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
114, 12-02-2012, 15:39:56, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
115, 12-02-2012, 15:39:57, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
116, 12-02-2012, 15:39:58, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
117, 12-02-2012, 15:39:59, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
118, 12-02-2012, 15:40:00, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
119, 12-02-2012, 15:40:01, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
120, 12-02-2012, 15:40:02, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
121, 12-02-2012, 15:40:03, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
122, 12-02-2012, 15:40:04, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
123, 12-02-2012, 15:40:05, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
124, 12-02-2012, 15:40:06, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
125, 12-02-2012, 15:40:07, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
126, 12-02-2012, 15:40:08, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
127, 12-02-2012, 15:40:09, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
128, 12-02-2012, 15:40:10, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
129, 12-02-2012, 15:40:11, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
130, 12-02-2012, 15:40:12, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
131, 12-02-2012, 15:40:13, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
132, 12-02-2012, 15:40:14, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
133, 12-02-2012, 15:40:15, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
134, 12-02-2012, 15:40:16, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
135, 12-02-2012, 15:40:17, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
136, 12-02-2012, 15:40:18, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
137, 12-02-2012, 15:40:19, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
138, 12-02-2012, 15:40:20, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
139, 12-02-2012, 15:40:21, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
140, 12-02-2012, 15:40:22, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
141, 12-02-2012, 15:40:23, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
142, 12-02-2012, 15:40:24, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
143, 12-02-2012, 15:40:25, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
144, 12-02-2012, 15:40:26, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
145, 12-02-2012, 15:40:27, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
146, 12-02-2012, 15:40:28, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
147, 12-02-2012, 15:40:29, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
148, 12-02-2012, 15:40:30, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
149, 12-02-2012, 15:40:31, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
150, 12-02-2012, 15:40:32, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
151, 12-02-2012, 15:40:33, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
152, 12-02-2012, 15:40:34, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
153, 12-02-2012, 15:40:35, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
154, 12-02-2012, 15:40:36, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
155, 12-02-2012, 15:40:37, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
156, 12-02-2012, 15:40:38, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
157, 12-02-2012, 15:40:39, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
158, 12-02-2012, 15:40:40, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
159, 12-02-2012, 15:40:41, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
160, 12-02-2012, 15:40:42, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
161, 12-02-2012, 15:40:43, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
162, 12-02-2012, 15:40:44, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
163, 12-02-2012, 15:40:45, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
164, 12-02-2012, 15:40:46, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
165, 12-02-2012, 15:40:47, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
166, 12-02-2012, 15:40:48, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
167, 12-02-2012, 15:40:49, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
168, 12-02-2012, 15:40:50, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
169, 12-02-2012, 15:40:51, green, 80, 3, 39.885645, -105.763247, 2828, 1, 6839929, 2890987
170, 12-02-2012, 15:40:52, green, 80, 3, 39.885385, -105.763458, 2812, 1, 6839962, 2890942
171, 12-02-2012, 15:44:33, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
172, 12-02-2012, 15:44:34, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
173, 12-02-2012, 15:44:35, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
174, 12-02-2012, 15:44:36, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
175, 12-02-2012, 15:44:37, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
176, 12-02-2012, 15:44:38, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
177, 12-02-2012, 15:44:39, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
178, 12-02-2012, 15:44:40, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
179, 12-02-2012, 15:44:41, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
180, 12-02-2012, 15:44:42, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
181, 12-02-2012, 15:44:43, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
182, 12-02-2012, 15:44:44, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
183, 12-02-2012, 15:44:45, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
184, 12-02-2012, 15:44:46, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
185, 12-02-2012, 15:44:47, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
186, 12-02-2012, 15:44:48, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
187, 12-02-2012, 15:44:49, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
188, 12-02-2012, 15:44:50, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
189, 12-02-2012, 15:44:51, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
190, 12-02-2012, 15:44:52, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
191, 12-02-2012, 15:44:53, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
192, 12-02-2012, 15:44:54, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
193, 12-02-2012, 15:44:55, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
194, 12-02-2012, 15:44:56, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
195, 12-02-2012, 15:44:57, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
196, 12-02-2012, 15:44:58, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
197, 12-02-2012, 15:44:59, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
198, 12-02-2012, 15:45:00, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
199, 12-02-2012, 15:45:01, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
200, 12-02-2012, 15:45:02, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
201, 12-02-2012, 15:45:03, green, 80, 3, 39.885407, -105.763410, 2788, 1, 6839962, 2890950
202, 12-02-2012, 15:45:04, green, 80, 3, 39.885407, -105.763502, 2797, 1, 6839955, 2890937
203, 12-02-2012, 15:48:47, green, 80, 3, 39.885403, -105.763427, 2790, 1, 6839961, 2890947
204, 12-02-2012, 15:51:31, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
205, 12-02-2012, 15:51:32, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
206, 12-02-2012, 15:51:33, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
207, 12-02-2012, 15:51:34, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
208, 12-02-2012, 15:51:35, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
209, 12-02-2012, 15:51:36, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
210, 12-02-2012, 15:51:37, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
211, 12-02-2012, 15:51:38, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
212, 12-02-2012, 15:51:39, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
213, 12-02-2012, 15:51:40, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
214, 12-02-2012, 15:51:41, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
215, 12-02-2012, 15:51:42, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
216, 12-02-2012, 15:51:43, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
217, 12-02-2012, 15:51:44, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
218, 12-02-2012, 15:51:45, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
219, 12-02-2012, 15:51:46, green, 80, 3, 39.885362, -105.763345, 2784, 1, 6839975, 2890956
220, 12-02-2012, 15:51:47, green, 80, 3, 39.885390, -105.763373, 2783, 6, 6839967, 2890954
221, 12-02-2012, 15:51:48, green, 80, 3, 39.885390, -105.763373, 2783, 6, 6839967, 2890954
222, 12-02-2012, 15:51:49, green, 80, 3, 39.885430, -105.763387, 2782, 8, 6839959, 2890955
223, 12-02-2012, 15:51:50, green, 80, 3, 39.885430, -105.763387, 2782, 8, 6839959, 2890955
224, 12-02-2012, 15:51:51, green, 80, 3, 39.885478, -105.763393, 2782, 10, 6839950, 2890957
225, 12-02-2012, 15:51:52, green, 80, 3, 39.885508, -105.763395, 2782, 12, 6839944, 2890958
226, 12-02-2012, 15:51:53, green, 80, 3, 39.885545, -105.763393, 2781, 15, 6839937, 2890961
227, 12-02-2012, 15:51:54, green, 80, 3, 39.885588, -105.763387, 2781, 18, 6839930, 2890964
228, 12-02-2012, 15:51:55, green, 80, 3, 39.885638, -105.763373, 2781, 20, 6839922, 2890969
229, 12-02-2012, 15:51:56, green, 80, 3, 39.885690, -105.763353, 2780, 21, 6839914, 2890975
230, 12-02-2012, 15:51:57, green, 80, 3, 39.885740, -105.763320, 2780, 21, 6839907, 2890983
231, 12-02-2012, 15:51:58, green, 80, 3, 39.885790, -105.763277, 2780, 24, 6839901, 2890992
232, 12-02-2012, 15:51:59, green, 80, 3, 39.885843, -105.763233, 2780, 24, 6839894, 2891001
233, 12-02-2012, 15:52:00, green, 80, 3, 39.885897, -105.763200, 2780, 22, 6839886, 2891009
234, 12-02-2012, 15:52:01, green, 80, 3, 39.885943, -105.763168, 2780, 19, 6839880, 2891016
235, 12-02-2012, 15:52:02, green, 80, 3, 39.885985, -105.763142, 2780, 16, 6839874, 2891023
236, 12-02-2012, 15:52:03, green, 80, 3, 39.886018, -105.763125, 2780, 11, 6839869, 2891027
237, 12-02-2012, 15:52:04, green, 80, 3, 39.886018, -105.763125, 2780, 11, 6839869, 2891027
238, 12-02-2012, 15:52:05, green, 80, 3, 39.886057, -105.763113, 2780, 5, 6839863, 2891031
239, 12-02-2012, 15:52:06, green, 80, 3, 39.886057, -105.763113, 2780, 5, 6839863, 2891031
240, 12-02-2012, 15:52:07, green, 80, 3, 39.886057, -105.763113, 2780, 5, 6839863, 2891031
241, 12-02-2012, 15:52:08, green, 80, 3, 39.886057, -105.763113, 2780, 5, 6839863, 2891031
242, 12-02-2012, 15:52:09, green, 80, 3, 39.886057, -105.763113, 2780, 5, 6839863, 2891031
243, 12-02-2012, 15:52:10, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
244, 12-02-2012, 15:52:11, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
245, 12-02-2012, 15:52:12, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
246, 12-02-2012, 15:52:13, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
247, 12-02-2012, 15:52:14, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
248, 12-02-2012, 15:52:15, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
249, 12-02-2012, 15:52:16, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
250, 12-02-2012, 15:52:17, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
251, 12-02-2012, 15:52:18, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
252, 12-02-2012, 15:52:19, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
253, 12-02-2012, 15:52:20, green, 80, 3, 39.886072, -105.763077, 2779, 2, 6839863, 2891037
254, 12-02-2012, 15:52:21, green, 80, 3, 39.886043, -105.763047, 2778, 1, 6839870, 2891040
255, 12-02-2012, 15:52:22, green, 80, 3, 39.886043, -105.763047, 2778, 1, 6839870, 2891040
256, 12-02-2012, 15:52:23, green, 80, 3, 39.886043, -105.763047, 2778, 1, 6839870, 2891040
257, 12-02-2012, 15:52:24, green, 80, 3, 39.886043, -105.763047, 2778, 1, 6839870, 2891040
258, 12-02-2012, 15:52:25, green, 80, 3, 39.886043, -105.763047, 2778, 1, 6839870, 2891040
